Unnamed: 0,Performances,SMILES,Length,ElementTypes
230,1.008496,O=N(=O)c1cc(ccc1c1ccc(cc1N(=O)=O)C(=O)[O-])C(=O)[O-].[Ni].n1ccc(cc1)c1ccncc1,76,4.0
231,0.250077,O=N(=O)c1cc(ccc1c1ccc(cc1N(=O)=O)C(=O)[O-])C(=O)[O-].[Co].c1ncn(c1)c1ccc(cc1)n1cncc1,84,4.0
232,2.207609,O=N(=O)c1cc(ccc1C(=O)[O-])C(=O)[O-].[Cd].n1ccc(cc1)C#Cc1ccncc1,62,4.0
233,1.718401,O=N(=O)c1cc(cc(c1[N]c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O.[Rb],74,4.0
234,1.734553,O=N(=O)c1cc(cc(c1[N]c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O.[K],73,4.0
235,1.173367,O=N(=O)c1cc(C(=O)[O-])c(c(c1)N(=O)=O)C.[Ag][Ag],47,4.0
236,1.516023,O=N(=O)C12CN3CN(C2)CN(C1)C3.[Ag],32,4.0
237,0.907318,O=N(=O)C1=NN=C[N]1.[Cu],23,4.0
238,1.365051,O=N(=O)C1=NC=N[N]1.[Ag],23,4.0
239,2.455527,O=N(=O)C1=NC=C[N]1.O=N(=O)C1=N[CH]C=N1.[Zn],43,4.0
240,0.924929,O=N(=O)C1=NC=C[N]1.O=N(=O)C1=N[CH]C=N1.[Co],43,4.0
241,2.505321,O=N(=O)C1=NC=C[N]1.O=N(=O)C1=N[CH]C=N1.[Cd],43,4.0
242,2.25788,O=N(=O)C1=NC=C[N]1.O=N(=O)C1=N[CH]C=N1.[Cd],43,4.0
243,2.361912,O=N(=O)C1=NC=C[N]1.[O-]C=O.[Zn],31,4.0
244,0.534296,O=N(=O)C1=CN=N[CH]1.O=N(=O)C1=C[N]N=C1.O=N(=O)[C]1C=NN=C1.[Cu].[Cu]I.[Cu][Cu].[K],81,6.0
245,0.597607,O=N(=O)C1=CN=N[CH]1.O=N(=O)C1=C[N]N=C1.O=N(=O)[C]1C=NN=C1.[Cu].[Cu]Br.[Cu][Cu].[K],82,6.0
246,2.56215,O=N(=O)C1=CN=C[N]1.O=N(=O)[C]1N=CN=C1.[Cd],42,4.0
247,3.038749,O=N(=O)[N]c1nnnn1C.[Rb],23,4.0
248,3.127744,O=N(=O)[N]c1nnnn1C.[Na],23,4.0
249,3.033885,O=N(=O)[N]c1nnnn1C.[K],22,4.0
250,3.202887,O=N(=O)[N]c1nnnn1C.[Cs],23,4.0
251,2.443701,O=N(=O)[N]c1nnnn1C.[Ag][Ag],27,4.0
252,1.980757,O=N(=O)[C]1N=CN=C1.[Cd].[O-]C(=O)C(=O)[O-],42,4.0
253,1.966346,O=N(=O)[C]1C=NC=C(C1=O)N(=O)=O.[Rb],35,4.0
254,1.984237,O=N(=O)[C]1C=NC=C(C1=O)N(=O)=O.[Cs],35,4.0
255,1.963724,O=N(=O)[C]1C=NC(=O)C(=C1)N(=O)=O.[Rb],37,4.0
256,2.188776,O=N(=O)[C]1C=NC(=N1)N(=O)=O.[K],31,4.0
257,1.869994,O=N(=O)[C]1C=C(N(=O)=O)C(=O)C(=C1)N(=O)=O.[K],45,4.0
258,1.779954,O=N(=O)[C](N(=O)=O)[C]1NCC[N]1.[K],34,4.0
259,2.077334,O=CN(C)C.O=Cc1cccc(c1[O])[O].[Li].[O][Mo][O],44,5.0
260,2.979525,O=CN(C)C.[Cd].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],63,4.0
261,3.37987,O=CN(C)C.[Ba].[O-]C(=O)c1[nH]cnc1C(=O)[O-],42,4.0
262,1.725555,O=Cc1ccc(cc1)c1nc2c([nH]1)c(ccc2n1cncc1)n1cncc1.Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cd],84,4.0
263,4.693471,O=C1O[Sn]OC(=O)C2CCC1CC2.[Sn],29,3.0
264,3.674266,O=C1NN=N[N]1.[K],16,4.0
265,2.869564,O=C1NCCN1.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Pr],43,4.0
266,2.58336,O=C1NCCN1.[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-].[Zn],49,4.0
267,2.873389,O=C1NCCN1.[Nd].[O-]C(=O)c1ccc(cc1)C(=O)[O-],43,4.0
268,2.86659,O=C1NCCN1.[La].[O-]C(=O)c1ccc(cc1)C(=O)[O-],43,4.0
269,0.196005,O=C1NCCN1.[Co].[O-]C(=O)c1ccc(cc1)C(=O)[O-],43,4.0
270,3.088936,O=C1NCCN1.[Cd].[O-]C(=O)c1cccc(c1)C(=O)[O-],43,4.0
271,2.738265,O=C1NCCN1.[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-],43,4.0
272,2.615531,O=C1NCCN1.[Cd].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-],49,4.0
273,2.957139,O=C1NCCN1.[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],54,4.0
274,2.470727,O=C1NCC(=O)NC1.[Ag].[O]N(=O)=O,30,4.0
275,0.712808,O=C1Nc2ccccc2[N]C1=O.[Co].[O-]C(=O)C,36,4.0
276,1.743675,O=C1NC23C(N1)(NC(=O)N2)c1cccnc1-c1c3cccn1.[Ag],46,4.0
277,4.433784,O=C1NC(=O)NP(=O)(N1)[O].[K],27,5.0
278,4.545819,O=C1NC(=O)NP(=O)(N1)[O].[Cs],28,5.0
279,4.801435,O=C1NC(=O)NP(=O)(N1)[O].[Ca],28,5.0
280,0.858206,O=C1NC(=O)N=C([N]1)C(=O)[O-].[Cu].n1ccc(cc1)c1ccncc1,52,4.0
281,1.656949,O=C1NC(=O)C=C([CH]1)C(=O)[O-].[Sm],34,4.0
282,1.746896,O=C1NC(=O)C=C([CH]1)C(=O)[O-].[La],34,4.0
283,2.122437,O=C1NC(=O)C(=NNc2cc(cc(c2)C(=O)[O-])C(=O)[O-])C(=O)N1.[Sm],58,4.0
284,2.112133,O=C1NC(=O)C(=NNc2cc(cc(c2)C(=O)[O-])C(=O)[O-])C(=O)N1.[Nd],58,4.0
285,2.110314,O=C1NC(=O)C(=NNc2cc(cc(c2)C(=O)[O-])C(=O)[O-])C(=O)N1.[Dy],58,4.0
286,2.17727,O=C1N=C2N([C]1c1nc3n(c1)cccc3)C=CC=C2.[Zn],42,4.0
287,1.751445,O=C1N[N]C(=O)c2c1cc1ccccc1c2.[Zn],33,4.0
288,1.709093,O=C1N[N]C(=O)c2c1cc1C(=O)[N]NC(=O)c1c2.[Cd],43,4.0
289,2.295974,O=C1N[N]C(=O)c2c1c(N)ccc2.[Na],30,4.0
290,2.308087,O=C1N[N]C(=O)c2c1c(N)ccc2.[Na],30,4.0
291,1.633039,O=C1N[N]C(=O)c2c1c(N)ccc2.[Na],30,4.0
292,1.937895,O=C1N[N]C(=O)C=C1.[Y],21,4.0
293,2.000811,O=C1N[N]C(=O)C=C1.[Dy],22,4.0
294,2.885909,O=c1n(cccc1[O])Cc1ccccc1.[O-]C(=O)C.[Zn],40,4.0
295,0.097979,O=C1N(Cc2ccncc2)C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)Cc1ccncc1.[Mn],65,4.0
296,1.234602,O=C1N(c2ccncc2)C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccncc1.[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][Zn],104,4.0
297,1.083649,O=C1N(c2ccncc2)C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccncc1.[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][Zn],106,4.0
298,1.059212,O=C1N(c2ccncc2)C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccncc1.[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-].[Zn][Zn],127,5.0
299,1.631337,O=C1N(c2ccncc2)C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccncc1.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn],96,4.0
300,3.256002,O=C1N(c2cccnc2)C(=O)C2C1C1C=CC2C2C1C(=O)N(C2=O)c1cccnc1.[Cd],60,4.0
301,2.309564,O=C1N(C)CCCN1C.[K],18,4.0
302,1.03323,O=c1n(C)c(=O)n(cc1c1cn(C)c(=O)n(c1=O)C)C.[Na],45,4.0
303,3.300543,O=C1CN(C(=O)[N]1)C.[Ag][Ag],27,4.0
304,2.630083,O=c1ccn(cc1)c1cccc(c1C(=O)[O-])C(=O)[O-].[Cd].c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,74,4.0
305,2.617685,O=c1ccn(cc1)c1ccc(c(c1)C(=O)[O-])C(=O)O.O=c1ccn(cc1)c1ccc(c(c1)C(=O)[O-])C(=O)[O-].[Tb],87,4.0
306,2.580981,O=c1ccn(cc1)c1ccc(c(c1)C(=O)[O-])C(=O)O.O=c1ccn(cc1)c1ccc(c(c1)C(=O)[O-])C(=O)[O-].[Sm],87,4.0
307,2.042006,O=C1CCCN1C1CCCCC1N1CCCC1=O.[O][U][O],36,4.0
308,2.105715,O=C1CCCN1C1CCC(CC1)N1CCCC1=O.[O][U][O],38,4.0
309,3.467898,O=C1CCCN1.[Ca].[O-]C(=O)c1cccc(c1)C(=O)[O-],43,4.0
310,2.886211,O=c1ccccn1CCn1ccccc1=O.[Ho],27,4.0
311,0.948483,O=c1ccccn1[O].[Ni],18,4.0
312,2.86267,O=C1CCCC(=O)[N]1.[Ag]1[Ag][Ag][Ag]1,35,4.0
313,3.139953,O=C1CCC(O1)C(=O)[O-].[Ag][Ag],29,3.0
314,2.754064,O=C1CCC(O1)C(=O)[O-].[Ag][Ag],29,3.0
315,3.635921,O=C1CCC(N1)C(=O)N1CSCC1C(=O)[O-].[Sn],37,5.0
316,4.226602,O=C1CCC(N1)C(=O)[O-].O=C1CCC(N1)C(=O)O.[Na],43,4.0
317,4.57384,O=C1CCC(N1)C(=O)[O-].[Zn],25,4.0
318,0.632122,O=C1CCC(N1)C(=O)[O-].[Cu][Cu],29,4.0
319,2.884338,O=C1CC(=O)NC(=O)N1.[Rb],23,4.0
320,2.990565,O=C1CC(=O)NC(=O)N1.[Na],23,4.0
321,3.117852,O=C1CC(=O)NC(=O)N1.[K],22,4.0
322,2.989464,O=C1CC(=O)NC(=O)N1.[Cs],23,4.0
323,2.490326,O=C1CC(=O)NC(=O)N1.[Cs],23,4.0
324,1.979435,O=C1c2ccc(cc2C(=O)c2c1cc(cc2)S([O])([O])[O])S([O])([O])[O].[Ca],63,4.0
325,0.014977,O=C1c2ccc(cc2C(=O)c2c1cc(cc2)C(=O)[O-])C(=O)[O-].[Mn].[O-]C(=O)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)C(=O)[O-],104,3.0
326,1.821576,O=c1c2cc3c(cc2c(=O)n1Cc1ccncc1)c(=O)n(c3=O)Cc1ccncc1.[Cd],57,4.0
327,3.484881,O=C1C=C[N]C=N1.O=C1[CH]C=NC=N1.O=C1[N]C=NC=C1.[Zn],50,4.0
328,2.214539,O=C1C=C[CH]C=N1.[Ag]1[Ag][Ag][Ag]1,34,4.0
329,0.713029,O=C1C(=O)c2cccnc2-c2c1cccn2.[Ag],32,4.0
330,1.868275,O=C1C(=O)C(=O)C1=O.[Zn],23,3.0
331,1.270852,O=C1C(=O)C(=O)C1=O.[Ni],23,3.0
332,0.031467,O=C1C(=O)C(=O)C1=O.[Cu].n1ccncc1,32,4.0
333,0.345445,O=C1C(=O)C(=O)C1=O.[Cu],23,3.0
334,0.002419,O=C1C(=O)C(=O)C1=O.[Co].[OH],28,3.0
335,1.766908,O=C1C(=O)C(=O)C1=O.[Cd],23,3.0
336,1.713685,O=C1C(=O)C(=O)C(=O)C1=O.[Cd],28,3.0
337,1.587261,O=C1C(=O)[C](C(=O)C(=O)[C]1C(c1ccccc1)c1ccccc1)C(c1ccccc1)c1ccccc1.[Li],71,3.0
338,1.210906,O=C1C(=Cc2cccnc2)CCCC1=Cc1cccnc1.[Ag][Ag],41,4.0
339,1.217869,O=C1C(=C(N(=O)=O)[C](C(=C1n1cncn1)N(=O)=O)n1cncn1)n1cncn1.O=C1[C](n2cncn2)C(=C(C(=C1n1cncn1)N(=O)=O)N1[CH]N=C[N]1)N(=O)=O.O=C1[C](n2cncn2)C(=C(C(=C1n1cncn1)N(=O)=O)n1cncn1)N(=O)=O.[Ag],184,4.0
340,2.480778,O=C1[P]C(=O)P1C(=Nc1c(C)cccc1C)C(C)(C)C.[Na],44,5.0
341,1.976657,O=c1[nH]c(=O)[nH]c(c1)C(=O)[O-].[Ag][Ag],40,4.0
342,2.696171,O=C1[N]S(=O)(=O)c2c1cccc2.[Ag].[Na],35,6.0
343,0.74921,O=C1[N]NC(=O)c2c1cc(cc2)C(=O)[O-].[Co],38,4.0
344,2.623083,O=C1[N]C=NC=C1.[Ag][Ag],23,4.0
345,2.540843,O=C1[N]C=NC=C1.[Ag],19,4.0
346,2.89452,O=C1[CH]C(=O)NC(=S)N1.[Rb],26,5.0
347,3.05662,O=C1[CH]C(=O)NC(=S)N1.[K],25,5.0
348,3.011281,O=C1[CH]C(=O)NC(=S)N1.[Cs],26,5.0
349,1.514651,O=C1[CH]C(=O)C(=O)[CH]C1=O.[Gd],31,3.0
350,0.763292,O=C1[C]2N=NN=C2N(C(=O)N1C)C.O=c1n(C)c2[N]N=Nc2c(=O)n1C.[Cu].c1cnc(nc1)c1ncccn1,78,4.0
351,2.659221,O=C1[C](Nc2ccccc2)C(=O)C1=O.[Zn],32,4.0
352,0.52061,O=C1[C](Nc2ccccc2)C(=O)C1=O.[Cu],32,4.0
353,0.434536,O=C1[C](Nc2ccccc2)C(=O)C1=O.[Co],32,4.0
354,1.483153,O=C1[C](C)C=C(C=C1C)[N]Nc1ccccc1C(=O)[O-].[Sn],46,4.0
355,2.132119,O=C[N][N]C(=O)c1ccccc1[O].[Zn],30,4.0
356,0.88106,O=C[C](c1ccncc1)C=O.[Cu],24,4.0
357,1.141697,O=C[C](c1ccncc1)C=O.[Co],24,4.0
358,1.794842,O=C(NCCC(=O)[O-])NCCC(=O)[O-].[O][U][O],39,4.0
359,3.267851,O=C(NCc1ccncc1)NCc1ccncc1.[Cd],30,4.0
360,2.92983,O=C(Nc1cncc(c1)F)CCC(=O)Nc1cncc(c1)F.[Ag],41,5.0
361,3.082275,O=C(Nc1ccncc1)NCCNC(=O)Nc1ccncc1.[Zn],37,4.0
362,2.727462,O=C(Nc1ccncc1)CCCCC(=O)Nc1ccncc1.[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-].[Zn],85,5.0
363,0.911192,O=C(Nc1cccnc1)NCCNC(=O)Nc1cccnc1.[Cu].[O-]C(=O)CCC(=O)[O-],58,4.0
364,0.905356,O=C(Nc1cccnc1)NCCNC(=O)Nc1cccnc1.[Cu].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],74,4.0
365,0.863729,O=C(Nc1cccnc1)NCCNC(=O)Nc1cccnc1.[Cu].[O-]C(=O)C(=O)[O-],56,4.0
366,2.975512,O=C(Nc1cccnc1)Nc1cccnc1.[Cd],28,4.0
367,2.804842,O=C(Nc1cccnc1)NC1CCC(CC1)NC(=O)Nc1cccnc1.[Ag],45,4.0
368,0.793513,O=C(Nc1cccnc1)CCCCCCCCC(=O)Nc1cccnc1.[Cu],41,4.0
369,0.924045,O=C(Nc1cccnc1)CCCCCCCCC(=O)Nc1cccnc1.[Cu],41,4.0
370,0.964496,O=C(Nc1cccnc1)CCCCCCCCC(=O)Nc1cccnc1.[Cu],41,4.0
371,3.020235,O=C(Nc1cccnc1)CCCCCCC(=O)Nc1cccnc1.Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cd],71,4.0
372,1.577676,O=C(Nc1cccnc1)CCCCCCC(=O)Nc1cccnc1.[Ni].[O-]C(=O)Cc1ccc(cc1)CC(=O)[O-],70,4.0
373,0.898204,O=C(Nc1cccnc1)CCCCCCC(=O)Nc1cccnc1.[Cu].[O-]C(=O)c1ccc(cc1)C(=O)[O-],68,4.0
374,0.116777,O=C(Nc1cccnc1)CCCCCCC(=O)Nc1cccnc1.[Co].[O-]C(=O)Cc1ccc(cc1)CC(=O)[O-],70,4.0
375,3.248546,O=C(Nc1cccnc1)CCCCCCC(=O)Nc1cccnc1.[Cd].[O-]C(=O)Cc1ccc(cc1)CC(=O)[O-],70,4.0
376,3.186733,O=C(Nc1cccnc1)CCCCCCC(=O)Nc1cccnc1.[Cd].[O-]C(=O)c1cccc(c1)C(=O)[O-],68,4.0
377,1.009225,O=C(Nc1cccnc1)CCCCC(=O)Nc1cccnc1.[Cu],37,4.0
378,0.791247,O=C(Nc1cccnc1)CCCCC(=O)Nc1cccnc1.[Cu],37,4.0
379,2.794171,O=C(Nc1cccnc1)CCCCC(=O)Nc1cccnc1.[Cd].[O-]C(=O)Cc1ccc(cc1)CC(=O)[O-],68,4.0
380,0.841897,O=C(Nc1cccnc1)CCC(=O)Nc1cccnc1.[Cu],35,4.0
381,0.624889,O=C(Nc1cccnc1)CCC(=O)Nc1cccnc1.[Cu],35,4.0
382,2.043148,O=C(Nc1cccnc1)Cc1ccc(cc1)CC(=O)Nc1cccnc1.[O][Cr](O[Cd]O[Cr]([O])[O])[O],71,5.0
383,2.738839,O=C(Nc1cccnc1)Cc1ccc(cc1)CC(=O)Nc1cccnc1.[Cd].[O-]C(=O)C=CC(=O)[O-],67,4.0
384,3.256963,O=C(Nc1cccnc1)Cc1ccc(cc1)CC(=O)Nc1cccnc1.[Cd].[O-]C(=O)C,56,4.0
385,3.134795,O=C(Nc1cccnc1)Cc1ccc(cc1)CC(=O)Nc1cccnc1.[Cd],45,4.0
386,3.005136,O=C(Nc1cccnc1)Cc1ccc(cc1)CC(=O)Nc1cccnc1.[Cd],45,4.0
387,2.66455,O=C(Nc1ccccc1)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn],54,4.0
388,1.777476,O=C(Nc1cccc2c1cccc2NC(=O)C=Cc1cccnc1)C=Cc1cccnc1.[Cd].[O-]C(=O)c1cccc(c1)C(=O)[O-],82,4.0
389,1.827662,O=C(Nc1cccc2c1cccc2)C=CC(=O)[O-].[Sn],37,4.0
390,3.304557,O=C(Nc1ccc(cc1)NC(=O)NC(C(=O)[O-])Cc1ccccc1)NC(C(=O)[O-])Cc1ccccc1.[Pb],71,4.0
391,2.81743,O=C(N1CCN(CC1)C(=O)CSC1CCCCC1)CSC1CCCCC1.[Cu]1[Cu][Cu][Cu][Cu][Cu]1.[I],71,6.0
392,2.80911,O=C(N1CCN(CC1)C(=O)CSC1CCCCC1)CSC1CCCCC1.[Ag],45,5.0
393,3.055555,O=C(N1CCN(CC1)C(=O)CSC1CCCCC1)CSC1CCCCC1.[Ag],45,5.0
394,0.84642,O=C(N1CCCC1C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Cu].n1ccc(cc1)c1ccncc1,64,4.0
395,2.353026,O=C(N(C1CCCCC1N(C(=O)c1ccccc1)Cc1cccnc1)Cc1cccnc1)c1ccccc1.[Ag],63,4.0
396,3.082722,O=C(N(C(=O)c1ccc2c(c1)OCCOCCOCCO2)C1CCCCC1)NC1CCCCC1.[K],56,4.0
397,2.151644,O=C(CN1[CH]N=C[N]1)NN=Cc1ccccn1.[Cd],36,4.0
398,2.850351,O=C(c1cncc(c1)C(=O)Nc1cccnc1)Nc1cccnc1.[Zn],43,4.0
399,1.530254,O=C(c1ccncc1)OCCOC(=O)c1ccncc1.[Ag],35,4.0
400,1.779919,O=C(c1ccncc1)Oc1cccc2c1cccc2OC(=O)c1ccncc1.[Ag].[O][N][O],57,4.0
401,0.943654,O=C(c1ccncc1)Oc1cc(OC(=O)c2ccncc2)cc(c1)OC(=O)c1ccncc1.[Cu]Br,61,5.0
402,0.713043,O=C(c1ccncc1)Oc1cc(OC(=O)c2ccncc2)cc(c1)OC(=O)c1ccncc1.[Cu][Cu](I)I,67,5.0
403,0.695158,O=C(c1ccncc1)Oc1cc(OC(=O)c2ccncc2)cc(c1)OC(=O)c1ccncc1.[Cu][Cu](I)I,67,5.0
404,1.605056,O=C(c1ccncc1)NN=Cc1ccncc1.[O-]C(=O)CC12CC3CC(C1)CC(C2)(C3)CC(=O)[O-].[Zn],73,4.0
405,1.410548,O=C(c1ccncc1)NN=Cc1ccncc1.[Cd].[O-]C(=O)CC12CC3CC(C1)CC(C2)(C3)CC(=O)[O-],73,4.0
406,2.258202,O=C(c1ccncc1)NN=Cc1ccncc1.[Cd].[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-],78,5.0
407,2.206038,O=C(c1ccncc1)NCCNC(=O)c1ccncc1.[O].[V].[Zn],43,5.0
408,0.940262,O=C(c1ccncc1)NCCNC(=O)c1ccncc1.[Ni].[O-]C(=O)C12CC3CC(C1)CC(C2)(C3)C(=O)[O-],76,4.0
409,2.286002,O=C(c1ccncc1)NCCNC(=O)c1ccncc1.[Cd].[O-]C(=O)C12CC3CC(C1)CC(C2)(C3)C(=O)[O-],76,4.0
410,0.834993,O=C(c1ccncc1)NCCCNC(=O)c1ccncc1.[Ni].[O-]C(=O)C12CC3CC(C1)CC(C2)(C3)C(=O)[O-],77,4.0
411,2.809222,O=C(c1ccncc1)NCCCNC(=O)c1ccncc1.[Cd].[O-]C(=O)c1ccc(s1)C(=O)[O-],64,5.0
412,2.945598,O=C(c1ccncc1)NCc1c(F)c(F)c(c(c1F)F)CNC(=O)c1ccncc1.[O-]C(=O)C.[Zn],66,5.0
413,2.388213,O=C(c1ccncc1)Nc1ccncc1.[Cd].[O-]C(=O)CCC(=O)[O-],48,4.0
414,0.22727,O=C(c1ccncc1)Nc1cccnc1.[Mn].[O-]C(=O)c1ccc(cc1)C(=O)[O-],56,4.0
415,0.297127,O=C(c1ccncc1)Nc1cccnc1.[Cu][Cu].[O-]C(=O)CCCC(=O)[O-],53,4.0
416,0.500609,O=C(c1ccncc1)Nc1cccnc1.[Cu][Cu].[O-]C(=O)CC(CC(=O)[O-])(C)C,59,4.0
417,0.866811,O=C(c1ccncc1)Nc1cccnc1.[Co].[O-]C(=O)c1ccc(cc1)C(=O)[O-],56,4.0
418,0.890077,O=C(c1ccncc1)Nc1ccccc1NC(=O)c1ccncc1.[Cu].[O]S(=O)(=O)[O],57,5.0
419,2.897163,O=C(c1ccncc1)NC1CCCCC1NC(=O)c1ccncc1.[Cd].[O-]C(=O)c1cccc(c1)C(=O)[O-],70,4.0
420,1.864536,O=C(c1ccncc1)NC1CCCCC1NC(=O)c1ccncc1.[Ag],41,4.0
421,0.716219,O=C(c1ccncc1)Nc1cccc(c1)NC(=O)c1ccncc1.[Cu][Cu],47,4.0
422,1.317698,O=C(c1ccncc1)Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccncc1.[Cu][Cu](I)I,62,5.0
423,2.315994,O=C(c1ccncc1)Nc1ccc(cc1)NC(=O)c1ccncc1.[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].[Zn],83,4.0
424,0.311869,O=C(c1ccncc1)Nc1ccc(cc1)NC(=O)c1ccncc1.[Cu][Cu].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-],87,4.0
425,0.944669,O=C(c1ccncc1)Nc1ccc(cc1)NC(=O)c1ccncc1.[Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],83,4.0
426,2.121079,O=C(c1ccncc1)Nc1ccc(cc1)C#Cc1ccncc1.[Zn],40,4.0
427,2.093289,O=C(c1ccncc1)Nc1ccc(cc1)C#Cc1ccncc1.[Cd],40,4.0
428,0.887204,O=C(c1ccncc1)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu],49,4.0
429,0.882886,O=C(c1ccncc1)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu],49,4.0
430,0.495582,O=C(c1ccncc1)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Co].c1ncn(c1)c1ccc(cc1)n1cncc1,76,4.0
431,1.07521,O=C(c1ccncc1)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Co],49,4.0
432,0.659247,O=C(c1ccncc1)N1CCOCCOCCN(CCOCCOCC1)C(=O)c1ccncc1.[Cu][Cu],57,4.0
433,1.274665,O=C(c1ccncc1)N1CCN(CC1)C(=O)c1ccncc1.[Ni].[O-]C(=O)c1ccc(o1)C(=O)[O-],69,4.0
434,0.580857,O=C(c1ccncc1)N1CCN(CC1)C(=O)c1ccncc1.[Cu].[O-]C(=O)Cc1ccccc1CC(=O)[O-].[OH],75,4.0
435,0.930952,O=C(c1ccncc1)N1CCN(CC1)C(=O)c1ccncc1.[Cu].[O-]C(=O)C1CCC(CC1)C(=O)[O-],70,4.0
436,2.698695,O=C(c1ccncc1)N1CCN(CC1)C(=O)c1ccncc1.[Cd].[O-]C(=O)Cc1ccccc1C(=O)[O-],69,4.0
437,1.378209,O=C(c1ccncc1)c1ccncc1.[Ag],26,4.0
438,1.493046,O=C(c1ccncc1)c1cccnc1.[Ag],26,4.0
439,1.985235,O=C(c1ccncc1)[N]N=Cc1ccccn1.[Hg],32,4.0
440,1.948181,O=C(c1ccncc1)[N]N=Cc1ccccn1.[Hg],32,4.0
441,1.232565,O=C(c1ccncc1)[N][N]C(=O)c1ccncc1.[Ni],37,4.0
442,0.788448,O=C(c1ccncc1)[N][N]C(=O)c1ccncc1.[Co],37,4.0
443,1.952619,O=C(c1ccncc1)[N][N]C(=O)c1ccncc1.[Cd],37,4.0
444,2.908341,O=C(c1cccs1)NC1=NN=N[N]1.[Cd],29,5.0
445,0.68594,O=C(c1cccnc1C(=O)[O-])Nc1cccnc1.[Co],36,4.0
446,1.893038,O=C(c1cccnc1)OCCOCCOCCOC(=O)c1cccnc1.[Ag],41,4.0
447,2.013731,O=C(c1cccnc1)OCCOC(=O)c1cccnc1.[Ag],35,4.0
448,2.482818,O=C(c1cccnc1)NN=Cc1cccnc1.[O-]C(=O)c1cccc(c1)C(=O)[O-].[Zn],59,4.0
449,2.495236,O=C(c1cccnc1)NN=Cc1cccnc1.[Cd].[O-]C(=O)c1cccc(c1)C(=O)[O-],59,4.0
450,2.202753,O=C(c1cccnc1)NN=Cc1cccnc1.[Cd].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-],70,4.0
451,0.916184,O=C(c1cccnc1)NCCNC(=O)c1cccnc1.[Cu].[O-]C(=O)c1cccc(c1)C(=O)[O-],64,4.0
452,0.098305,O=C(c1cccnc1)NCCCCNC(=O)c1cccnc1.[Cu]O[Cu]O[Cu],47,4.0
453,0.986445,O=C(c1cccnc1)NCCCCNC(=O)c1cccnc1.[Cu],37,4.0
454,1.724581,O=C(c1cccnc1)NCCCCCCNC(=O)c1cccnc1.[O-]C(=O)c1cc(cc(c1)N(=O)=O)C(=O)[O-].[Zn],77,4.0
455,0.359447,O=C(c1cccnc1)NCCCCCCNC(=O)c1cccnc1.[Co].[O-]C(=O)c1cc(cc(c1)N(=O)=O)C(=O)[O-],77,4.0
456,0.792182,O=C(c1cccnc1)Nc1ccncc1.[Cu].[Cu][Cu].[O-]C(=O)CCCCC(=O)[O-],59,4.0
457,2.142204,O=C(c1cccnc1)Nc1cccnc1.[O-]C(=O)CSc1nnc(s1)SCC(=O)[O-].[Zn],59,5.0
